date,TMAX,TMIN,state,county
2022-12-28,31.0,18.0,26,113
2022-12-29,41.0,26.0,26,113
2022-12-30,50.0,39.0,26,113
2022-12-31,46.0,31.0,26,113
2022-12-20,24.5,19.5,26,165
2022-12-21,27.0,7.5,26,165
2022-12-22,25.0,8.0,26,165
2022-12-23,30.0,7.5,26,165
2022-12-24,13.0,0.5,26,165
2022-12-25,14.0,11.0,26,165
2022-12-26,14.5,9.0,26,165
2022-12-27,21.0,11.0,26,165
2022-12-28,27.0,15.5,26,165
2022-12-29,39.5,26.0,26,165
2022-12-30,51.0,39.0,26,165
2022-12-31,47.5,28.5,26,165
2022-12-20,32.0,20.0,26,007
2022-12-21,28.5,14.0,26,007
2022-12-22,38.5,22.0,26,007
2022-12-23,30.0,13.5,26,007
2022-12-24,20.5,16.5,26,007
2022-12-25,23.0,16.5,26,007
2022-12-26,24.0,16.0,26,007
2022-12-27,26.5,19.5,26,007
2022-12-28,38.0,25.5,26,007
2022-12-29,46.5,33.5,26,007
2022-12-30,55.0,36.5,26,007
2022-12-31,38.0,33.5,26,007
2022-12-20,27.0,23.0,26,069
2022-12-21,31.333333333333332,9.0,26,069
2022-12-22,29.666666666666668,9.333333333333334,26,069
2022-12-23,38.0,14.333333333333334,26,069
2022-12-24,18.666666666666668,7.0,26,069
2022-12-25,19.0,12.0,26,069
2022-12-26,20.0,12.333333333333334,26,069
2022-12-27,23.333333333333332,13.666666666666666,26,069
2022-12-28,28.666666666666668,16.333333333333332,26,069
2022-12-29,38.0,23.333333333333332,26,069
2022-12-30,49.0,28.666666666666668,26,069
2022-12-31,52.333333333333336,26.666666666666668,26,069
2022-12-20,28.5,21.5,26,129
2022-12-21,31.0,9.0,26,129
2022-12-22,24.0,8.0,26,129
2022-12-23,33.0,9.5,26,129
2022-12-24,18.5,6.5,26,129
2022-12-25,19.0,14.0,26,129
2022-12-26,21.0,15.0,26,129
2022-12-27,21.0,13.0,26,129
2022-12-28,26.5,14.5,26,129
2022-12-29,36.0,21.0,26,129
2022-12-30,45.0,27.5,26,129
2022-12-31,43.5,24.0,26,129
2022-12-20,27.75,19.25,26,137
2022-12-21,19.25,11.75,26,137
2022-12-22,33.75,12.75,26,137
2022-12-23,28.0,13.75,26,137
2022-12-24,18.0,15.25,26,137
2022-12-25,19.25,13.25,26,137
2022-12-26,21.0,13.25,26,137
2022-12-27,22.5,15.5,26,137
2022-12-28,37.0,21.25,26,137
2022-12-29,46.25,33.75,26,137
2022-12-30,47.75,33.25,26,137
2022-12-31,33.75,30.0,26,137
2022-12-20,29.0,23.0,26,141
2022-12-21,29.0,23.0,26,141
2022-12-23,37.0,13.0,26,141
2022-12-24,19.0,16.0,26,141
2022-12-25,21.0,15.0,26,141
2022-12-26,23.0,15.0,26,141
2022-12-27,24.0,12.0,26,141
2022-12-28,34.0,23.0,26,141
2022-12-29,45.0,32.0,26,141
2022-12-31,36.0,31.0,26,141
2022-12-20,35.0,24.0,26,121
2022-12-21,27.0,16.5,26,121
2022-12-22,35.0,16.0,26,121
2022-12-23,17.0,5.0,26,121
2022-12-24,16.5,9.5,26,121
2022-12-25,18.5,15.0,26,121
2022-12-26,23.0,17.5,26,121
2022-12-27,29.5,18.5,26,121
2022-12-28,43.0,29.0,26,121
2022-12-29,53.0,42.0,26,121
2022-12-30,53.5,38.0,26,121
2022-12-31,38.0,30.5,26,121
2022-12-20,25.0,21.0,26,123
2022-12-21,31.0,11.0,26,123
2022-12-22,26.0,10.0,26,123
2022-12-23,33.0,4.0,26,123
2022-12-24,12.0,2.0,26,123
2022-12-25,14.0,10.0,26,123
2022-12-26,15.0,12.0,26,123
2022-12-27,22.0,14.0,26,123
2022-12-28,30.0,17.0,26,123
2022-12-29,45.0,25.0,26,123
2022-12-30,54.0,44.0,26,123
2022-12-31,49.0,30.0,26,123
2022-12-20,27.0,22.0,26,127
2022-12-21,31.0,13.0,26,127
2022-12-22,27.0,13.0,26,127
2022-12-23,32.0,5.0,26,127
2022-12-24,12.0,3.0,26,127
2022-12-25,14.0,12.0,26,127
2022-12-26,16.0,12.0,26,127
2022-12-27,22.0,15.0,26,127
2022-12-28,33.0,20.0,26,127
2022-12-29,42.0,32.0,26,127
2022-12-30,54.0,42.0,26,127
2022-12-31,45.0,28.0,26,127
2022-12-20,26.0,22.0,26,051
2022-12-21,32.0,8.0,26,051
2022-12-22,23.0,7.0,26,051
2022-12-23,36.0,11.0,26,051
2022-12-24,11.0,2.0,26,051
2022-12-25,15.0,10.0,26,051
2022-12-26,17.0,10.0,26,051
2022-12-27,24.0,14.0,26,051
2022-12-28,27.0,18.0,26,051
2022-12-29,39.0,26.0,26,051
2022-12-30,51.0,30.0,26,051
2022-12-31,52.0,36.0,26,051
2022-12-20,29.0,21.0,26,073
2022-12-21,31.0,13.0,26,073
2022-12-22,22.0,2.0,26,073
2022-12-23,34.0,10.0,26,073
2022-12-24,13.0,2.0,26,073
2022-12-25,17.0,13.0,26,073
2022-12-26,17.0,8.0,26,073
2022-12-27,24.0,15.0,26,073
2022-12-28,29.0,20.0,26,073
2022-12-29,40.0,25.0,26,073
2022-12-30,52.0,36.0,26,073
2022-12-31,54.0,36.0,26,073
2022-12-20,24.0,21.0,26,107
2022-12-21,30.0,11.0,26,107
2022-12-22,23.0,10.0,26,107
2022-12-23,32.0,7.0,26,107
2022-12-24,32.0,4.0,26,107
2022-12-25,13.0,11.0,26,107
2022-12-26,14.0,11.0,26,107
2022-12-27,22.0,14.0,26,107
2022-12-28,26.0,18.0,26,107
2022-12-29,39.0,26.0,26,107
2022-12-30,53.0,34.0,26,107
2022-12-20,25.5,18.0,26,111
2022-12-21,23.0,8.0,26,111
2022-12-22,25.0,8.0,26,111
2022-12-23,34.0,7.0,26,111
2022-12-24,13.0,5.0,26,111
2022-12-29,44.5,37.0,26,111
2022-12-30,53.0,34.5,26,111
2022-12-31,46.5,33.0,26,111
2022-12-20,32.0,18.0,26,117
2022-12-21,30.0,3.0,26,117
2022-12-22,34.0,14.0,26,117
2022-12-23,31.0,0.0,26,117
2022-12-24,15.0,0.0,26,117
2022-12-25,16.0,9.0,26,117
2022-12-26,23.0,10.0,26,117
2022-12-27,25.0,13.0,26,117
2022-12-28,41.0,15.0,26,117
2022-12-29,49.0,33.0,26,117
2022-12-30,53.0,37.0,26,117
2022-12-31,42.0,28.0,26,117
2022-12-20,27.0,24.0,26,011
2022-12-21,32.0,12.0,26,011
2022-12-22,28.0,12.0,26,011
2022-12-23,35.0,13.0,26,011
2022-12-24,16.0,7.0,26,011
2022-12-25,18.0,15.0,26,011
2022-12-26,19.0,14.0,26,011
2022-12-27,24.0,13.0,26,011
2022-12-28,29.0,18.0,26,011
2022-12-29,39.0,29.0,26,011
2022-12-30,53.0,37.0,26,011
2022-12-31,55.0,35.0,26,011
2022-12-20,28.0,23.0,26,017
2022-12-21,30.0,14.0,26,017
2022-12-22,28.0,15.0,26,017
2022-12-23,38.0,11.0,26,017
2022-12-24,14.0,6.0,26,017
2022-12-25,17.0,14.0,26,017
2022-12-26,18.0,15.0,26,017
2022-12-27,22.0,15.0,26,017
2022-12-28,30.0,20.0,26,017
2022-12-29,39.0,30.0,26,017
2022-12-30,53.0,35.0,26,017
2022-12-31,55.0,35.0,26,017
2022-12-20,29.2,24.2,26,063
2022-12-21,31.6,18.4,26,063
2022-12-22,35.0,19.6,26,063
2022-12-23,38.8,17.0,26,063
2022-12-24,19.2,9.6,26,063
2022-12-25,19.8,12.4,26,063
2022-12-26,22.0,16.0,26,063
2022-12-27,25.6,16.8,26,063
2022-12-28,32.2,21.8,26,063
2022-12-29,43.2,30.2,26,063
2022-12-30,52.5,37.5,26,063
2022-12-31,52.2,37.6,26,063
2022-12-20,27.333333333333332,21.0,26,145
2022-12-21,29.333333333333332,13.0,26,145
2022-12-22,31.333333333333332,16.666666666666668,26,145
2022-12-23,34.0,7.5,26,145
2022-12-24,30.666666666666668,6.333333333333333,26,145
2022-12-25,16.666666666666668,13.666666666666666,26,145
2022-12-26,18.333333333333332,14.0,26,145
2022-12-27,22.333333333333332,17.0,26,145
2022-12-28,33.0,21.666666666666668,26,145
2022-12-29,43.666666666666664,31.333333333333332,26,145
2022-12-30,53.666666666666664,36.0,26,145
2022-12-31,49.666666666666664,35.0,26,145
2022-12-20,27.0,24.0,26,151
2022-12-21,33.0,19.0,26,151
2022-12-22,34.0,18.0,26,151
2022-12-23,40.0,13.0,26,151
2022-12-24,13.0,6.0,26,151
2022-12-30,51.0,46.0,26,151
2022-12-31,53.0,41.0,26,151
2022-12-20,26.0,21.666666666666668,26,157
2022-12-21,33.0,14.666666666666666,26,157
2022-12-22,29.333333333333332,13.333333333333334,26,157
2022-12-23,38.333333333333336,10.666666666666666,26,157
2022-12-24,20.0,5.0,26,157
2022-12-25,24.333333333333332,7.666666666666667,26,157
2022-12-26,17.666666666666668,13.666666666666666,26,157
2022-12-27,22.333333333333332,15.0,26,157
2022-12-28,30.333333333333332,18.666666666666668,26,157
2022-12-29,43.0,30.0,26,157
2022-12-30,54.333333333333336,38.333333333333336,26,157
2022-12-31,55.333333333333336,37.0,26,157
2022-12-20,34.0,24.0,26,005
2022-12-21,27.0,19.0,26,005
2022-12-22,35.0,14.0,26,005
2022-12-23,14.0,6.0,26,005
2022-12-24,18.0,11.0,26,005
2022-12-25,21.0,17.0,26,005
2022-12-26,24.0,17.0,26,005
2022-12-27,26.0,21.0,26,005
2022-12-28,43.0,26.0,26,005
2022-12-29,,43.0,26,005
2022-12-30,,41.0,26,005
2022-12-31,,32.0,26,005
2022-12-20,25.0,19.0,26,027
2022-12-21,33.0,19.0,26,027
2022-12-22,30.0,23.0,26,027
2022-12-23,32.0,0.0,26,027
2022-12-24,8.0,-1.0,26,027
2022-12-25,15.0,8.0,26,027
2022-12-26,15.0,6.0,26,027
2022-12-27,20.0,13.0,26,027
2022-12-28,27.0,14.0,26,027
2022-12-29,42.0,,26,027
2022-12-30,55.0,,26,027
2022-12-31,55.0,34.0,26,027
2022-12-20,29.25,21.25,26,081
2022-12-21,28.0,11.5,26,081
2022-12-22,30.75,13.0,26,081
2022-12-23,24.25,5.0,26,081
2022-12-24,15.5,6.5,26,081
2022-12-25,17.5,12.5,26,081
2022-12-26,22.25,14.5,26,081
2022-12-27,25.25,15.75,26,081
2022-12-28,36.5,23.25,26,081
2022-12-29,50.666666666666664,35.666666666666664,26,081
2022-12-30,53.75,38.0,26,081
2022-12-31,43.75,33.5,26,081
2022-12-20,27.0,25.0,26,139
2022-12-21,34.0,19.0,26,139
2022-12-22,28.0,18.0,26,139
2022-12-23,34.0,7.0,26,139
2022-12-24,15.0,6.0,26,139
2022-12-25,18.0,14.0,26,139
2022-12-26,22.0,15.0,26,139
2022-12-27,26.0,16.0,26,139
2022-12-28,31.0,22.0,26,139
2022-12-29,46.0,27.0,26,139
2022-12-30,55.0,45.0,26,139
2022-12-31,45.0,33.0,26,139
2022-12-20,26.0,21.0,26,015
2022-12-21,33.0,17.0,26,015
2022-12-22,27.0,15.0,26,015
2022-12-23,35.0,5.0,26,015
2022-12-24,12.0,5.0,26,015
2022-12-25,15.0,11.0,26,015
2022-12-26,16.0,11.0,26,015
2022-12-27,22.0,14.0,26,015
2022-12-28,28.0,20.0,26,015
2022-12-29,43.0,26.0,26,015
2022-12-30,54.0,42.0,26,015
2022-12-31,54.0,35.0,26,015
2022-12-20,34.0,20.0,26,023
2022-12-21,35.0,21.0,26,023
2022-12-22,35.0,-2.0,26,023
2022-12-23,0.0,-13.0,26,023
2022-12-24,9.0,0.0,26,023
2022-12-25,13.0,8.0,26,023
2022-12-26,21.0,13.0,26,023
2022-12-27,27.0,18.0,26,023
2022-12-28,44.0,27.0,26,023
2022-12-29,54.0,42.0,26,023
2022-12-30,54.0,38.0,26,023
2022-12-31,39.0,34.0,26,023
2022-12-20,33.5,20.5,26,025
2022-12-21,33.5,16.5,26,025
2022-12-22,35.5,21.0,26,025
2022-12-23,24.0,3.0,26,025
2022-12-24,16.5,2.0,26,025
2022-12-25,16.5,10.5,26,025
2022-12-26,23.5,11.5,26,025
2022-12-27,28.0,19.0,26,025
2022-12-28,43.5,24.5,26,025
2022-12-29,52.5,40.0,26,025
2022-12-30,54.5,40.0,26,025
2022-12-31,42.0,30.5,26,025
2022-12-20,34.0,24.0,26,037
2022-12-21,29.0,14.0,26,037
2022-12-22,38.0,19.0,26,037
2022-12-23,19.0,6.0,26,037
2022-12-24,17.0,3.0,26,037
2022-12-25,18.0,13.0,26,037
2022-12-26,22.0,14.0,26,037
2022-12-27,28.0,18.0,26,037
2022-12-28,43.0,28.0,26,037
2022-12-29,53.0,39.0,26,037
2022-12-30,56.0,41.0,26,037
2022-12-31,41.0,31.0,26,037
2022-12-20,25.0,22.0,26,045
2022-12-21,33.0,17.0,26,045
2022-12-22,31.0,17.0,26,045
2022-12-23,37.0,5.0,26,045
2022-12-24,7.0,2.0,26,045
2022-12-25,17.0,2.0,26,045
2022-12-26,17.0,12.0,26,045
2022-12-27,21.0,14.0,26,045
2022-12-28,31.0,21.0,26,045
2022-12-29,43.0,29.0,26,045
2022-12-30,55.0,41.0,26,045
2022-12-31,54.0,36.0,26,045
2022-12-20,37.0,21.0,26,059
2022-12-21,31.0,22.0,26,059
2022-12-22,35.0,-5.0,26,059
2022-12-23,35.0,-6.0,26,059
2022-12-24,12.0,-2.0,26,059
2022-12-25,14.0,8.0,26,059
2022-12-26,22.0,14.0,26,059
2022-12-27,35.0,20.0,26,059
2022-12-28,42.0,20.0,26,059
2022-12-29,53.0,20.0,26,059
2022-12-30,53.0,39.0,26,059
2022-12-31,39.0,34.0,26,059
2022-12-20,34.0,24.0,26,065
2022-12-21,29.0,14.0,26,065
2022-12-22,38.0,19.0,26,065
2022-12-23,19.0,6.0,26,065
2022-12-24,17.0,3.0,26,065
2022-12-25,18.0,13.0,26,065
2022-12-26,22.0,14.0,26,065
2022-12-27,28.0,18.0,26,065
2022-12-28,43.0,28.0,26,065
2022-12-29,53.0,39.0,26,065
2022-12-30,56.0,41.0,26,065
2022-12-31,41.0,31.0,26,065
2022-12-20,24.0,20.0,26,067
2022-12-21,32.0,10.0,26,067
2022-12-22,24.0,9.0,26,067
2022-12-23,34.0,6.0,26,067
2022-12-24,12.0,5.0,26,067
2022-12-25,16.0,12.0,26,067
2022-12-26,17.0,14.0,26,067
2022-12-27,24.0,14.0,26,067
2022-12-28,28.0,19.0,26,067
2022-12-29,42.0,26.0,26,067
2022-12-30,53.0,41.0,26,067
2022-12-31,53.0,35.0,26,067
2022-12-20,35.0,22.0,26,075
2022-12-21,31.0,19.0,26,075
2022-12-22,38.0,20.0,26,075
2022-12-23,20.0,-2.0,26,075
2022-12-24,17.0,0.0,26,075
2022-12-25,17.0,10.0,26,075
2022-12-26,22.0,12.0,26,075
2022-12-27,28.0,13.0,26,075
2022-12-28,42.0,28.0,26,075
2022-12-29,53.0,40.0,26,075
2022-12-30,55.0,43.0,26,075
2022-12-31,43.0,35.0,26,075
2022-12-20,28.0,22.0,26,149
2022-12-21,36.0,22.0,26,149
2022-12-22,36.0,22.0,26,149
2022-12-23,38.0,-4.0,26,149
2022-12-24,4.0,-5.0,26,149
2022-12-25,16.0,0.0,26,149
2022-12-26,14.0,7.0,26,149
2022-12-27,23.0,14.0,26,149
2022-12-28,28.0,19.0,26,149
2022-12-29,44.0,28.0,26,149
2022-12-30,54.0,40.0,26,149
2022-12-31,55.0,36.0,26,149
2022-12-20,24.5,20.0,26,155
2022-12-21,33.0,13.5,26,155
2022-12-22,28.5,13.0,26,155
2022-12-23,38.0,6.0,26,155
2022-12-24,13.5,1.0,26,155
2022-12-25,27.0,1.5,26,155
2022-12-26,15.5,11.5,26,155
2022-12-27,21.0,11.5,26,155
2022-12-28,29.5,19.0,26,155
2022-12-29,42.5,29.0,26,155
2022-12-30,53.5,39.5,26,155
2022-12-31,53.0,33.0,26,155
2022-12-20,27.2,21.0,26,049
2022-12-21,31.4,15.4,26,049
2022-12-22,33.2,17.0,26,049
2022-12-23,36.4,7.6,26,049
2022-12-24,10.0,3.2,26,049
2022-12-25,16.2,6.0,26,049
2022-12-26,17.6,12.8,26,049
2022-12-27,22.0,15.2,26,049
2022-12-28,32.0,19.6,26,049
2022-12-29,43.6,30.8,26,049
2022-12-30,54.5,40.0,26,049
2022-12-31,51.0,36.5,26,049
2022-12-20,29.5,20.5,26,087
2022-12-21,31.0,15.666666666666666,26,087
2022-12-22,34.333333333333336,18.333333333333332,26,087
2022-12-23,39.0,7.5,26,087
2022-12-24,9.5,3.5,26,087
2022-12-25,16.5,7.0,26,087
2022-12-26,17.0,13.5,26,087
2022-12-27,23.5,15.5,26,087
2022-12-28,34.0,18.5,26,087
2022-12-29,43.5,33.0,26,087
2022-12-30,54.5,42.5,26,087
2022-12-31,54.5,37.0,26,087
2022-12-20,30.0,21.666666666666668,26,091
2022-12-21,35.0,21.2,26,091
2022-12-22,34.0,22.25,26,091
2022-12-23,34.75,-1.5,26,091
2022-12-24,6.75,-2.0,26,091
2022-12-25,14.0,4.666666666666667,26,091
2022-12-26,19.0,9.333333333333334,26,091
2022-12-27,25.0,12.25,26,091
2022-12-28,32.5,21.0,26,091
2022-12-29,44.5,28.75,26,091
2022-12-30,52.75,39.0,26,091
2022-12-31,49.0,38.0,26,091
2022-12-20,24.0,21.0,26,093
2022-12-21,34.0,19.0,26,093
2022-12-22,30.0,17.0,26,093
2022-12-23,38.0,4.0,26,093
2022-12-24,6.0,-2.0,26,093
2022-12-25,16.0,4.0,26,093
2022-12-26,15.0,11.0,26,093
2022-12-27,22.0,8.0,26,093
2022-12-28,28.0,17.0,26,093
2022-12-29,39.0,27.0,26,093
2022-12-30,52.0,36.0,26,093
2022-12-31,51.0,38.0,26,093
2022-12-20,30.0,22.0,26,099
2022-12-21,30.5,18.0,26,099
2022-12-22,34.5,22.5,26,099
2022-12-23,39.5,6.0,26,099
2022-12-24,12.5,2.5,26,099
2022-12-25,16.0,8.5,26,099
2022-12-26,20.0,12.5,26,099
2022-12-27,25.0,14.5,26,099
2022-12-28,33.5,21.0,26,099
2022-12-29,43.0,30.0,26,099
2022-12-30,53.0,39.5,26,099
2022-12-31,49.5,38.5,26,099
2022-12-20,27.0,23.0,26,115
2022-12-21,34.0,22.0,26,115
2022-12-22,32.0,23.0,26,115
2022-12-23,42.0,8.0,26,115
2022-12-24,9.0,-4.0,26,115
2022-12-25,13.0,0.0,26,115
2022-12-26,15.0,10.0,26,115
2022-12-27,22.0,14.0,26,115
2022-12-28,30.0,21.0,26,115
2022-12-29,42.0,29.0,26,115
2022-12-30,55.0,41.0,26,115
2022-12-20,29.0,21.75,26,125
2022-12-21,32.0,17.5,26,125
2022-12-22,36.75,22.75,26,125
2022-12-23,36.0,4.25,26,125
2022-12-24,10.75,0.75,26,125
2022-12-25,15.75,8.0,26,125
2022-12-26,20.25,11.5,26,125
2022-12-27,25.0,14.25,26,125
2022-12-28,35.5,21.25,26,125
2022-12-29,45.5,32.5,26,125
2022-12-30,53.25,36.25,26,125
2022-12-31,48.5,36.0,26,125
2022-12-20,30.0,24.5,26,147
2022-12-21,32.5,21.5,26,147
2022-12-22,38.0,23.0,26,147
2022-12-23,41.0,9.0,26,147
2022-12-24,15.5,3.5,26,147
2022-12-25,19.0,9.5,26,147
2022-12-26,21.0,13.0,26,147
2022-12-27,25.0,17.0,26,147
2022-12-28,35.0,23.5,26,147
2022-12-29,44.0,32.5,26,147
2022-12-30,51.5,40.5,26,147
2022-12-31,49.5,38.5,26,147
2022-12-20,29.0,21.666666666666668,26,161
2022-12-21,34.5,19.166666666666668,26,161
2022-12-22,35.166666666666664,22.5,26,161
2022-12-23,35.6,1.4,26,161
2022-12-24,6.833333333333333,-1.1666666666666667,26,161
2022-12-25,15.833333333333334,4.666666666666667,26,161
2022-12-26,17.666666666666668,10.833333333333334,26,161
2022-12-27,24.5,15.333333333333334,26,161
2022-12-28,33.0,22.0,26,161
2022-12-29,44.166666666666664,30.666666666666668,26,161
2022-12-30,52.5,40.833333333333336,26,161
2022-12-31,51.0,38.0,26,161
2022-12-20,31.666666666666668,24.5,26,163
2022-12-21,33.166666666666664,22.0,26,163
2022-12-22,37.5,25.333333333333332,26,163
2022-12-23,37.666666666666664,4.666666666666667,26,163
2022-12-24,12.5,0.8333333333333334,26,163
2022-12-25,17.333333333333332,7.5,26,163
2022-12-26,19.833333333333332,12.5,26,163
2022-12-27,26.166666666666668,17.666666666666668,26,163
2022-12-28,35.666666666666664,24.166666666666668,26,163
2022-12-29,48.0,32.666666666666664,26,163
2022-12-30,54.166666666666664,43.833333333333336,26,163
2022-12-31,51.166666666666664,39.333333333333336,26,163
2022-12-20,26.90909090909091,18.957575757575757,26,
2022-12-21,26.44047619047619,10.55952380952381,26,
2022-12-22,29.420731707317074,12.25,26,
2022-12-23,24.666666666666668,1.0,26,
